age,d18o
78.65,-39.28
78.7,-39.28
78.7,-39.86
78.75,-39.86
78.75,-40.49
78.8,-40.49
78.8,-41.03
78.85,-41.03
78.85,-41.23
78.9,-41.23
78.9,-40.92
78.95,-40.92
78.95,-41.01
79,-41.01
79,-40.85
79.05,-40.85
79.05,-40.3
79.1,-40.3
79.1,-39.91
79.15,-39.91
79.15,-40.49
79.2,-40.49
79.2,-40.4
79.25,-40.4
79.25,-39.96
79.3,-39.96
79.3,-40.64
79.35,-40.64
79.35,-40.2
79.4,-40.2
79.4,-39.28
79.45,-39.28
79.45,-39.37
79.5,-39.37
79.5,-38.9
79.55,-38.9
79.55,-39.32
79.6,-39.32
79.6,-39.03
79.65,-39.03
79.65,-38.91
79.7,-38.91
79.7,-39.45
79.75,-39.45
79.75,-39.17
79.8,-39.17
79.8,-38.72
79.85,-38.72
79.85,-38.69
79.9,-38.69
79.9,-40.76
79.95,-40.76
79.95,-40.7
80,-40.7
80,-40.56
80.05,-40.56
80.05,-40.34
80.1,-40.34
80.1,-40.08
80.15,-40.08
80.15,-40.31
80.2,-40.31
80.2,-40.28
80.25,-40.28
80.25,-39.9
80.3,-39.9
80.3,-39.98
80.35,-39.98
80.35,-40.33
80.4,-40.33
80.4,-40.02
80.45,-40.02
80.45,-39.91
80.5,-39.91
80.5,-39.3
80.55,-39.3
80.55,-39.45
80.6,-39.45
80.6,-39.8
80.65,-39.8
80.65,-39.58
80.7,-39.58
80.7,-39.54
80.75,-39.54
80.75,-39.37
80.8,-39.37
80.8,-39.25
80.85,-39.25
80.85,-39
80.9,-39
80.9,-39.61
80.95,-39.61
80.95,-39.51
81,-39.51
81,-39.33
81.05,-39.33
81.05,-39.52
81.1,-39.52
81.1,-39.16
81.15,-39.16
81.15,-38.65
81.2,-38.65
81.2,-38.98
81.25,-38.98
81.25,-39.22
81.3,-39.22
81.3,-39.44
81.35,-39.44
81.35,-39.18
81.4,-39.18
81.4,-38.74
81.45,-38.74
81.45,-38.61
81.5,-38.61
81.5,-38.36
81.55,-38.36
81.55,-38.79
81.6,-38.79
81.6,-38.85
81.65,-38.85
81.65,-38.48
81.7,-38.48
81.7,-38.65
81.75,-38.65
81.75,-38.35
81.8,-38.35
81.8,-38.44
81.85,-38.44
81.85,-38.37
81.9,-38.37
81.9,-38.07
81.95,-38.07
81.95,-38.38
82,-38.38
82,-38.31
82.05,-38.31
82.05,-38.26
82.1,-38.26
82.1,-38.14
82.15,-38.14
82.15,-38.43
82.2,-38.43
82.2,-37.99
82.25,-37.99
82.25,-37.79
82.3,-37.79
82.3,-37.78
82.35,-37.78
82.35,-37.84
82.4,-37.84
82.4,-37.68
82.45,-37.68
82.45,-37.26
82.5,-37.26
82.5,-37.88
82.55,-37.88
82.55,-38.05
82.6,-38.05
82.6,-38.23
82.65,-38.23
82.65,-38.06
82.7,-38.06
82.7,-38.24
82.75,-38.24
82.75,-37.72
82.8,-37.72
82.8,-37.82
82.85,-37.82
82.85,-37.96
82.9,-37.96
82.9,-38.62
82.95,-38.62
82.95,-38.45
83,-38.45
83,-37.85
83.05,-37.85
83.05,-38.22
83.1,-38.22
83.1,-37.96
83.15,-37.96
83.15,-37.92
83.2,-37.92
83.2,-37.92
83.25,-37.92
83.25,-37.99
83.3,-37.99
83.3,-37.84
83.35,-37.84
83.35,-37.57
83.4,-37.57
83.4,-37.98
83.45,-37.98
83.45,-38.47
83.5,-38.47
83.5,-38.19
83.55,-38.19
83.55,-38.02
83.6,-38.02
83.6,-38.19
83.65,-38.19
83.65,-37.28
83.7,-37.28
83.7,-37.02
83.75,-37.02
83.75,-37.06
83.8,-37.06
83.8,-37.57
83.85,-37.57
83.85,-37.78
83.9,-37.78
83.9,-37.76
83.95,-37.76
83.95,-38.02
84,-38.02
84,-37.82
84.05,-37.82
84.05,-37.94
84.1,-37.94
84.1,-37.84
84.15,-37.84
84.15,-37.35
84.2,-37.35
84.2,-36.94
84.25,-36.94
84.25,-37.24
84.3,-37.24
84.3,-36.82
84.35,-36.82
84.35,-37.55
84.4,-37.55
84.4,-37.54
84.45,-37.54
84.45,-37.84
84.5,-37.84
84.5,-38.15
84.55,-38.15
84.55,-37.8
84.6,-37.8
84.6,-37.52
84.65,-37.52
84.65,-37.19
84.7,-37.19
84.7,-37.34
84.75,-37.34
84.75,-37.41
84.8,-37.41
84.8,-37.95
84.85,-37.95
84.85,-37.55
84.9,-37.55
84.9,-37.98
84.95,-37.98
84.95,-37.94
85,-37.94
85,-38.32
85.05,-38.32
85.05,-37.49
85.1,-37.49
85.1,-37.07
85.15,-37.07
85.15,-37.2
85.2,-37.2
85.2,-37.06
85.25,-37.06
85.25,-36.62
85.3,-36.62
85.3,-36.81
85.35,-36.81
85.35,-37.19
85.4,-37.19
85.4,-39.15
85.45,-39.15
85.45,-41.13
85.5,-41.13
85.5,-41.03
85.55,-41.03
85.55,-40.68
85.6,-40.68
85.6,-39.29
85.65,-39.29
85.65,-38.7
85.7,-38.7
85.7,-40.33
85.75,-40.33
85.75,-39.98
85.8,-39.98
85.8,-40.09
85.85,-40.09
85.85,-41.2
85.9,-41.2
85.9,-40.89
85.95,-40.89
85.95,-40.46
86,-40.46
86,-40.31
86.05,-40.31
86.05,-40.69
86.1,-40.69
86.1,-41.29
86.15,-41.29
86.15,-41.13
86.2,-41.13
86.2,-41.08
86.25,-41.08
86.25,-41.6
86.3,-41.6
86.3,-41.36
86.35,-41.36
86.35,-41.4
86.4,-41.4
86.4,-41.52
86.45,-41.52
86.45,-40.93
86.5,-40.93
86.5,-41.56
86.55,-41.56
86.55,-41.6
86.6,-41.6
86.6,-40.68
86.65,-40.68
86.65,-40.73
86.7,-40.73
86.7,-40.77
86.75,-40.77
86.75,-40.04
86.8,-40.04
86.8,-41.02
86.85,-41.02
86.85,-41.35
86.9,-41.35
86.9,-41.32
86.95,-41.32
86.95,-41.5
87,-41.5
87,-41.57
87.05,-41.57
87.05,-41.27
87.1,-41.27
87.1,-40.91
87.15,-40.91
87.15,-40.93
87.2,-40.93
87.2,-41.24
87.25,-41.24
87.25,-41.47
87.3,-41.47
87.3,-41.7
87.35,-41.7
87.35,-42.09
87.4,-42.09
87.4,-41.39
87.45,-41.39
87.45,-41.31
87.5,-41.31
87.5,-41.28
87.55,-41.28
87.55,-41.16
87.6,-41.16
87.6,-41.26
87.65,-41.26
87.65,-41.35
87.7,-41.35
87.7,-41.96
87.75,-41.96
87.75,-41.97
87.8,-41.97
87.8,-42.04
87.85,-42.04
87.85,-41.84
87.9,-41.84
87.9,-41.51
87.95,-41.51
87.95,-41.6
88,-41.6
88,-41.79
88.05,-41.79
88.05,-41.54
88.1,-41.54
88.1,-41.74
88.15,-41.74
88.15,-41.84
88.2,-41.84
88.2,-41.59
88.25,-41.59
88.25,-41.19
88.3,-41.19
88.3,-40.47
88.35,-40.47
88.35,-39.87
88.4,-39.87
88.4,-39.1
88.45,-39.1
88.45,-40
88.5,-40
88.5,-40.59
88.55,-40.59
88.55,-40.5
88.6,-40.5
88.6,-40
88.65,-40
88.65,-39.69
88.7,-39.69
88.7,-39.32
88.75,-39.32
88.75,-38.92
88.8,-38.92
88.8,-39.14
88.85,-39.14
88.85,-39.79
88.9,-39.79
88.9,-39.21
88.95,-39.21
88.95,-38.97
89,-38.97
89,-38.61
89.05,-38.61
89.05,-38.81
89.1,-38.81
89.1,-39.22
89.15,-39.22
89.15,-38.94
89.2,-38.94
89.2,-38.83
89.25,-38.83
89.25,-38.53
89.3,-38.53
89.3,-38.55
89.35,-38.55
89.35,-38.89
89.4,-38.89
89.4,-39.01
89.45,-39.01
89.45,-39.43
89.5,-39.43
89.5,-39.67
89.55,-39.67
89.55,-39.29
89.6,-39.29
89.6,-38.87
89.65,-38.87
89.65,-38.3
89.7,-38.3
89.7,-38.35
89.75,-38.35
89.75,-38.47
89.8,-38.47
89.8,-38.48
89.85,-38.48
89.85,-38.18
89.9,-38.18
89.9,-38.62
89.95,-38.62
89.95,-38.47
90,-38.47
90,-37.9
90.05,-37.9
90.05,-37.96
90.1,-37.96
90.1,-38.18
90.15,-38.18
90.15,-37.86
90.2,-37.86
90.2,-38
90.25,-38
90.25,-37.75
90.3,-37.75
90.3,-37.68
90.35,-37.68
90.35,-38.02
90.4,-38.02
90.4,-38.14
90.45,-38.14
90.45,-39.13
90.5,-39.13
90.5,-38.49
90.55,-38.49
90.55,-38.19
90.6,-38.19
90.6,-37.97
90.65,-37.97
90.65,-38.45
90.7,-38.45
90.7,-39.92
90.75,-39.92
90.75,-40.24
90.8,-40.24
90.8,-39.87
90.85,-39.87
90.85,-39.88
90.9,-39.88
90.9,-39.99
90.95,-39.99
90.95,-39.86
91,-39.86
91,-39.94
91.05,-39.94
91.05,-39.64
91.1,-39.64
91.1,-39.46
91.15,-39.46
91.15,-39.38
91.2,-39.38
91.2,-39.6
91.25,-39.6
91.25,-39.61
91.3,-39.61
91.3,-39.5
91.35,-39.5
91.35,-39.58
91.4,-39.58
91.4,-39.75
91.45,-39.75
91.45,-39.78
91.5,-39.78
91.5,-39.57
91.55,-39.57
91.55,-39.27
91.6,-39.27
91.6,-39.4
91.65,-39.4
91.65,-39.51
91.7,-39.51
91.7,-39.5
91.75,-39.5
91.75,-39.6
91.8,-39.6
91.8,-39.11
91.85,-39.11
91.85,-39.79
91.9,-39.79
91.9,-39.6
91.95,-39.6
91.95,-39.68
92,-39.68
92,-39.86
92.05,-39.86
92.05,-39.87
92.1,-39.87
92.1,-39.89
92.15,-39.89
92.15,-39.86
92.2,-39.86
92.2,-40.21
92.25,-40.21
92.25,-39.97
92.3,-39.97
92.3,-39.56
92.35,-39.56
92.35,-39.14
92.4,-39.14
92.4,-39.26
92.45,-39.26
92.45,-39.64
92.5,-39.64
92.5,-39.8
92.55,-39.8
92.55,-39.91
92.6,-39.91
92.6,-39.62
92.65,-39.62
92.65,-39.77
92.7,-39.77
92.7,-39.64
92.75,-39.64
92.75,-40.04
92.8,-40.04
92.8,-40.18
92.85,-40.18
92.85,-39.76
92.9,-39.76
92.9,-39.33
92.95,-39.33
92.95,-39.79
93,-39.79
93,-39.26
93.05,-39.26
93.05,-39.69
93.1,-39.69
93.1,-39.75
93.15,-39.75
93.15,-39.97
93.2,-39.97
93.2,-39.74
93.25,-39.74
93.25,-39.57
93.3,-39.57
93.3,-39.67
93.35,-39.67
93.35,-39.88
93.4,-39.88
93.4,-40.45
93.45,-40.45
93.45,-40.05
93.5,-40.05
93.5,-39.98
93.55,-39.98
93.55,-39.96
93.6,-39.96
93.6,-39.93
93.65,-39.93
93.65,-39.92
93.7,-39.92
93.7,-40.29
93.75,-40.29
93.75,-39.35
93.8,-39.35
93.8,-39.43
93.85,-39.43
93.85,-39.72
93.9,-39.72
93.9,-39.85
93.95,-39.85
93.95,-39.69
94,-39.69
94,-39.55
94.05,-39.55
94.05,-39.85
94.1,-39.85
94.1,-39.18
94.15,-39.18
94.15,-39.81
94.2,-39.81
94.2,-39.9
94.25,-39.9
94.25,-39.78
94.3,-39.78
94.3,-39.73
94.35,-39.73
94.35,-39.69
94.4,-39.69
94.4,-39.41
94.45,-39.41
94.45,-39.05
94.5,-39.05
94.5,-39.39
94.55,-39.39
94.55,-39.58
94.6,-39.58
94.6,-39.29
94.65,-39.29
94.65,-39.11
94.7,-39.11
94.7,-38.97
94.75,-38.97
94.75,-39.47
94.8,-39.47
94.8,-39.73
94.85,-39.73
94.85,-39.63
94.9,-39.63
94.9,-39.6
94.95,-39.6
94.95,-39.51
95,-39.51
95,-39.62
95.05,-39.62
95.05,-39.96
95.1,-39.96
95.1,-39.88
95.15,-39.88
95.15,-39.68
95.2,-39.68
95.2,-39.39
95.25,-39.39
95.25,-39.2
95.3,-39.2
95.3,-39.38
95.35,-39.38
95.35,-39.44
95.4,-39.44
95.4,-39.13
95.45,-39.13
95.45,-39.49
95.5,-39.49
95.5,-39.27
95.55,-39.27
95.55,-38.76
95.6,-38.76
95.6,-38.88
95.65,-38.88
95.65,-39.19
95.7,-39.19
95.7,-39.38
95.75,-39.38
95.75,-39.23
95.8,-39.23
95.8,-38.8
95.85,-38.8
95.85,-38.73
95.9,-38.73
95.9,-39.2
95.95,-39.2
95.95,-39.3
96,-39.3
96,-39.24
96.05,-39.24
96.05,-38.77
96.1,-38.77
96.1,-38.77
96.15,-38.77
96.15,-38.79
96.2,-38.79
96.2,-38.66
96.25,-38.66
96.25,-38.87
96.3,-38.87
96.3,-38.68
96.35,-38.68
96.35,-38.84
96.4,-38.84
96.4,-38.99
96.45,-38.99
96.45,-38.83
96.5,-38.83
96.5,-38.5
96.55,-38.5
96.55,-38.6
96.6,-38.6
96.6,-39.01
96.65,-39.01
96.65,-38.8
96.7,-38.8
96.7,-38.45
96.75,-38.45
96.75,-38.49
96.8,-38.49
96.8,-38.21
96.85,-38.21
96.85,-38.34
96.9,-38.34
96.9,-38.28
96.95,-38.28
96.95,-38.36
97,-38.36
97,-38.89
97.05,-38.89
97.05,-39.04
97.1,-39.04
97.1,-39.36
97.15,-39.36
97.15,-39.17
97.2,-39.17
97.2,-38.13
97.25,-38.13
97.25,-38.54
97.3,-38.54
97.3,-38.81
97.35,-38.81
97.35,-38.9
97.4,-38.9
97.4,-38.93
97.45,-38.93
97.45,-38.8
97.5,-38.8
97.5,-38.7
97.55,-38.7
97.55,-38.64
97.6,-38.64
97.6,-38.43
97.65,-38.43
97.65,-38.54
97.7,-38.54
97.7,-38.35
97.75,-38.35
97.75,-38.36
97.8,-38.36
97.8,-38.38
97.85,-38.38
97.85,-38.03
97.9,-38.03
97.9,-37.97
97.95,-37.97
97.95,-37.93
98,-37.93
98,-39.15
98.05,-39.15
98.05,-38.75
98.1,-38.75
98.1,-38.27
98.15,-38.27
98.15,-38.51
98.2,-38.51
98.2,-38.61
98.25,-38.61
98.25,-38.62
98.3,-38.62
98.3,-38.51
98.35,-38.51
98.35,-38.44
98.4,-38.44
98.4,-38.63
98.45,-38.63
98.45,-38.53
98.5,-38.53
98.5,-38.38
98.55,-38.38
98.55,-38.52
98.6,-38.52
98.6,-38.47
98.65,-38.47
98.65,-38.44
98.7,-38.44
98.7,-38.82
98.75,-38.82
98.75,-38.56
98.8,-38.56
98.8,-38.55
98.85,-38.55
98.85,-38.27
98.9,-38.27
98.9,-38.36
98.95,-38.36
98.95,-38.02
99,-38.02
99,-38.12
99.05,-38.12
99.05,-38.21
99.1,-38.21
99.1,-38.07
99.15,-38.07
99.15,-37.92
99.2,-37.92
99.2,-37.68
99.25,-37.68
99.25,-37.38
99.3,-37.38
99.3,-37.9
99.35,-37.9
99.35,-38.29
99.4,-38.29
99.4,-37.86
99.45,-37.86
99.45,-38.62
99.5,-38.62
99.5,-38.49
99.55,-38.49
99.55,-38.05
99.6,-38.05
99.6,-38.19
99.65,-38.19
99.65,-38.36
99.7,-38.36
99.7,-38.31
99.75,-38.31
99.75,-38.21
99.8,-38.21
99.8,-37.84
99.85,-37.84
99.85,-37.72
99.9,-37.72
99.9,-38.07
99.95,-38.07
99.95,-38.14
100,-38.14
100,-38.14
100.05,-38.14
100.05,-37.73
100.1,-37.73
100.1,-37.77
100.15,-37.77
100.15,-37.91
100.2,-37.91
100.2,-37.57
100.25,-37.57
100.25,-37.68
100.3,-37.68
100.3,-37.84
100.35,-37.84
100.35,-37.57
100.4,-37.57
100.4,-37.58
100.45,-37.58
100.45,-37.46
100.5,-37.46
100.5,-37.54
100.55,-37.54
100.55,-37.52
100.6,-37.52
100.6,-37.83
100.65,-37.83
100.65,-37.98
100.7,-37.98
100.7,-37.87
100.75,-37.87
100.75,-37.71
100.8,-37.71
100.8,-37.75
100.85,-37.75
100.85,-37.99
100.9,-37.99
100.9,-37.92
100.95,-37.92
100.95,-38.04
101,-38.04
101,-37.88
101.05,-37.88
101.05,-37.63
101.1,-37.63
101.1,-37.84
101.15,-37.84
101.15,-38.13
101.2,-38.13
101.2,-37.63
101.25,-37.63
101.25,-37.93
101.3,-37.93
101.3,-38.06
101.35,-38.06
101.35,-37.59
101.4,-37.59
101.4,-37.73
101.45,-37.73
101.45,-37.56
101.5,-37.56
101.5,-37.75
101.55,-37.75
101.55,-37.45
101.6,-37.45
101.6,-37.37
101.65,-37.37
101.65,-37.48
101.7,-37.48
101.7,-37.05
101.75,-37.05
101.75,-37.49
101.8,-37.49
101.8,-37.82
101.85,-37.82
101.85,-37.71
101.9,-37.71
101.9,-37.49
101.95,-37.49
101.95,-37.49
102,-37.49
102,-37.53
102.05,-37.53
102.05,-37.55
102.1,-37.55
102.1,-37.62
102.15,-37.62
102.15,-37.49
102.2,-37.49
102.2,-37.38
102.25,-37.38
102.25,-37.54
102.3,-37.54
102.3,-37.34
102.35,-37.34
102.35,-37.06
102.4,-37.06
102.4,-37.12
102.45,-37.12
102.45,-37.24
102.5,-37.24
102.5,-37.22
102.55,-37.22
102.55,-37.11
102.6,-37.11
102.6,-37.12
102.65,-37.12
102.65,-36.97
102.7,-36.97
102.7,-37.13
102.75,-37.13
102.75,-37.16
102.8,-37.16
102.8,-37.08
102.85,-37.08
102.85,-37.08
102.9,-37.08
102.9,-36.99
102.95,-36.99
102.95,-37.08
103,-37.08
103,-36.98
103.05,-36.98
103.05,-37.02
103.1,-37.02
103.1,-37.02
103.15,-37.02
103.15,-36.56
103.2,-36.56
103.2,-36.95
103.25,-36.95
103.25,-37.43
103.3,-37.43
103.3,-36.85
103.35,-36.85
103.35,-36.81
103.4,-36.81
103.4,-36.66
103.45,-36.66
103.45,-36.41
103.5,-36.41
103.5,-36.53
103.55,-36.53
103.55,-37.04
103.6,-37.04
103.6,-37.15
103.65,-37.15
103.65,-36.94
103.7,-36.94
103.7,-36.01
103.75,-36.01
103.75,-36.53
103.8,-36.53
103.8,-37.01
103.85,-37.01
103.85,-36.77
103.9,-36.77
103.9,-36.84
103.95,-36.84
103.95,-36.84
104,-36.84
104,-37.06
104.05,-37.06
104.05,-36.92
104.1,-36.92
104.1,-37.06
104.15,-37.06
104.15,-36.91
104.2,-36.91
104.2,-36.71
104.25,-36.71
104.25,-36.9
104.3,-36.9
104.3,-36.82
104.35,-36.82
104.35,-36.51
104.4,-36.51
104.4,-36.92
104.45,-36.92
104.45,-36.47
104.5,-36.47
104.5,-36.83
104.55,-36.83
104.55,-37.08
104.6,-37.08
104.6,-36.85
104.65,-36.85
104.65,-37.7
104.7,-37.7
104.7,-38.86
104.75,-38.86
104.75,-39.54
104.8,-39.54
104.8,-39.53
104.85,-39.53
104.85,-39.7
104.9,-39.7
104.9,-39.43
104.95,-39.43
104.95,-39.32
105,-39.32
105,-37.42
105.05,-37.42
105.05,-36.67
105.1,-36.67
105.1,-38.17
105.15,-38.17
105.15,-39.62
105.2,-39.62
105.2,-39.59
105.25,-39.59
105.25,-39.94
105.3,-39.94
105.3,-39.95
105.35,-39.95
105.35,-39.87
105.4,-39.87
105.4,-39.92
105.45,-39.92
105.45,-40.01
105.5,-40.01
105.5,-39.88
105.55,-39.88
105.55,-39.6
105.6,-39.6
105.6,-39.65
105.65,-39.65
105.65,-40.19
105.7,-40.19
105.7,-39.95
105.75,-39.95
105.75,-39.47
105.8,-39.47
105.8,-39.47
105.85,-39.47
105.85,-39.76
105.9,-39.76
105.9,-39.66
105.95,-39.66
105.95,-39.77
106,-39.77
106,-38.27
106.05,-38.27
106.05,-37.95
106.1,-37.95
106.1,-37.83
106.15,-37.83
106.15,-37.72
106.2,-37.72
106.2,-37.37
106.25,-37.37
106.25,-37.51
106.3,-37.51
106.3,-37.62
106.35,-37.62
106.35,-37.22
106.4,-37.22
106.4,-37.1
106.45,-37.1
106.45,-37.43
106.5,-37.43
106.5,-37.51
106.55,-37.51
106.55,-37.59
106.6,-37.59
106.6,-37.44
106.65,-37.44
106.65,-37.45
106.7,-37.45
106.7,-38.39
106.75,-38.39
106.75,-38.37
106.8,-38.37
106.8,-37.34
106.85,-37.34
106.85,-37.32
106.9,-37.32
106.9,-37.09
106.95,-37.09
106.95,-37.43
107,-37.43
107,-37.27
107.05,-37.27
107.05,-37.07
107.1,-37.07
107.1,-36.6
107.15,-36.6
107.15,-36.74
107.2,-36.74
107.2,-39.09
107.25,-39.09
107.25,-39.94
107.3,-39.94
107.3,-38.69
107.35,-38.69
107.35,-37.43
107.4,-37.43
107.4,-37.43
107.45,-37.43
107.45,-37.49
107.5,-37.49
107.5,-37.67
107.55,-37.67
107.55,-37.51
107.6,-37.51
107.6,-37.22
107.65,-37.22
107.65,-37.48
107.7,-37.48
107.7,-37.55
107.75,-37.55
107.75,-37.82
107.8,-37.82
107.8,-37.69
107.85,-37.69
107.85,-37.42
107.9,-37.42
107.9,-37.78
107.95,-37.78
107.95,-37.42
108,-37.42
108,-37.46
108.05,-37.46
108.05,-37.65
108.1,-37.65
108.1,-37.29
108.15,-37.29
108.15,-37.06
108.2,-37.06
108.2,-37.3
108.25,-37.3
108.25,-37.29
108.3,-37.29
108.3,-37.27
108.35,-37.27
108.35,-36.75
108.4,-36.75
108.4,-36.71
108.45,-36.71
108.45,-36.67
108.5,-36.67
108.5,-36.42
108.55,-36.42
108.55,-36.53
108.6,-36.53
108.6,-37.69
108.65,-37.69
108.65,-39.55
108.7,-39.55
108.7,-40.56
108.75,-40.56
108.75,-41.27
108.8,-41.27
108.8,-41.02
108.85,-41.02
108.85,-40.49
108.9,-40.49
108.9,-40.79
108.95,-40.79
108.95,-40.95
109,-40.95
109,-41.15
109.05,-41.15
109.05,-40.84
109.1,-40.84
109.1,-40.68
109.15,-40.68
109.15,-40.49
109.2,-40.49
109.2,-41.13
109.25,-41.13
109.25,-41.22
109.3,-41.22
109.3,-41.26
109.35,-41.26
109.35,-41.1
109.4,-41.1
109.4,-40.97
109.45,-40.97
109.45,-40.72
109.5,-40.72
109.5,-40.81
109.55,-40.81
109.55,-40.91
109.6,-40.91
109.6,-41.23
109.65,-41.23
109.65,-41.5
109.7,-41.5
109.7,-41.69
109.75,-41.69
109.75,-41.41
109.8,-41.41
109.8,-41.38
109.85,-41.38
109.85,-41.33
109.9,-41.33
109.9,-41.27
109.95,-41.27
109.95,-41.26
110,-41.26
110,-41.38
110.05,-41.38
110.05,-41.11
110.1,-41.11
110.1,-40.81
110.15,-40.81
110.15,-41.25
110.2,-41.25
110.2,-41.29
110.25,-41.29
110.25,-41.28
110.3,-41.28
110.3,-41.4
110.35,-41.4
110.35,-41.46
110.4,-41.46
110.4,-41.89
110.45,-41.89
110.45,-41.79
110.5,-41.79
110.5,-41.53
110.55,-41.53
110.55,-41.51
110.6,-41.51
110.6,-41.51
110.65,-41.51
110.65,-41.18
110.7,-41.18
110.7,-41.19
110.75,-41.19
110.75,-41.24
110.8,-41.24
110.8,-40.76
110.85,-40.76
110.85,-40
110.9,-40
110.9,-39.02
110.95,-39.02
110.95,-38.2
111,-38.2
111,-38.31
111.05,-38.31
111.05,-38.24
111.1,-38.24
111.1,-38.38
111.15,-38.38
111.15,-39.61
111.2,-39.61
111.2,-39.59
111.25,-39.59
111.25,-39.79
111.3,-39.79
111.3,-39.79
111.35,-39.79
111.35,-39.47
111.4,-39.47
111.4,-39.9
111.45,-39.9
111.45,-39.91
111.5,-39.91
111.5,-39.49
111.55,-39.49
111.55,-39.12
111.6,-39.12
111.6,-38.98
111.65,-38.98
111.65,-38.69
111.7,-38.69
111.7,-38.27
111.75,-38.27
111.75,-38.8
111.8,-38.8
111.8,-39.02
111.85,-39.02
111.85,-38.83
111.9,-38.83
111.9,-38.98
111.95,-38.98
111.95,-39.01
112,-39.01
112,-38.85
112.05,-38.85
112.05,-38.41
112.1,-38.41
112.1,-37.73
112.15,-37.73
112.15,-37.9
112.2,-37.9
112.2,-38.27
112.25,-38.27
112.25,-37.91
112.3,-37.91
112.3,-37.8
112.35,-37.8
112.35,-37.91
112.4,-37.91
112.4,-37.86
112.45,-37.86
112.45,-38.13
112.5,-38.13
112.5,-37.74
112.55,-37.74
112.55,-37.62
112.6,-37.62
112.6,-37.32
112.65,-37.32
112.65,-37.41
112.7,-37.41
112.7,-37.29
112.75,-37.29
112.75,-37.4
112.8,-37.4
112.8,-37.26
112.85,-37.26
112.85,-37.28
112.9,-37.28
112.9,-37.35
112.95,-37.35
112.95,-37.37
113,-37.37
113,-37.5
113.05,-37.5
113.05,-37.73
113.1,-37.73
113.1,-37.14
113.15,-37.14
113.15,-36.98
113.2,-36.98
113.2,-37.07
113.25,-37.07
113.25,-37.2
113.3,-37.2
113.3,-37.33
113.35,-37.33
113.35,-37.2
113.4,-37.2
113.4,-37.05
113.45,-37.05
113.45,-37.75
113.5,-37.75
113.5,-37.92
113.55,-37.92
113.55,-37.52
113.6,-37.52
113.6,-37.62
113.65,-37.62
113.65,-37.22
113.7,-37.22
113.7,-37.27
113.75,-37.27
113.75,-37.07
113.8,-37.07
113.8,-37.36
113.85,-37.36
113.85,-37.02
113.9,-37.02
113.9,-37.29
113.95,-37.29
113.95,-37.31
114,-37.31
114,-36.81
114.05,-36.81
114.05,-37.46
114.1,-37.46
114.1,-37.53
114.15,-37.53
114.15,-37.18
114.2,-37.18
114.2,-37.07
114.25,-37.07
114.25,-37.28
114.3,-37.28
114.3,-37.33
114.35,-37.33
114.35,-37.25
114.4,-37.25
114.4,-37.03
114.45,-37.03
114.45,-37.29
114.5,-37.29
114.5,-37.13
114.55,-37.13
114.55,-37.2
114.6,-37.2
114.6,-37.25
114.65,-37.25
114.65,-37.24
114.7,-37.24
114.7,-37.02
114.75,-37.02
114.75,-37.07
114.8,-37.07
114.8,-37.24
114.85,-37.24
114.85,-36.95
114.9,-36.95
114.9,-37.01
114.95,-37.01
114.95,-37.34
115,-37.34
115,-37.39
115.05,-37.39
115.05,-37.18
115.1,-37.18
115.1,-37.05
115.15,-37.05
115.15,-37.17
115.2,-37.17
115.2,-37.12
115.25,-37.12
115.25,-36.99
115.3,-36.99
115.3,-36.73
115.35,-36.73
115.35,-36.97
115.4,-36.97
115.4,-37.54
115.45,-37.54
115.45,-37.99
115.5,-37.99
115.5,-38.46
115.55,-38.46
115.55,-38.8
115.6,-38.8
115.6,-38.49
115.65,-38.49
115.65,-38.01
115.7,-38.01
115.7,-38.62
115.75,-38.62
115.75,-38.51
115.8,-38.51
115.8,-38.56
115.85,-38.56
115.85,-38.61
115.9,-38.61
115.9,-38.3
115.95,-38.3
115.95,-38.41
116,-38.41
116,-38.74
116.05,-38.74
116.05,-38.58
116.1,-38.58
116.1,-38.56
116.15,-38.56
116.15,-38.63
116.2,-38.63
116.2,-38.52
116.25,-38.52
116.25,-38.13
116.3,-38.13
116.3,-38.09
116.35,-38.09
116.35,-38.45
116.4,-38.45
116.4,-38.37
116.45,-38.37
116.45,-38.33
116.5,-38.33
116.5,-38.42
116.55,-38.42
116.55,-37.86
116.6,-37.86
116.6,-38.03
116.65,-38.03
116.65,-38.48
116.7,-38.48
116.7,-38.14
116.75,-38.14
116.75,-37.97
116.8,-37.97
116.8,-38.11
116.85,-38.11
116.85,-38.4
116.9,-38.4
116.9,-38.39
116.95,-38.39
116.95,-38.26
117,-38.26
117,-38.11
117.05,-38.11
117.05,-38.05
117.1,-38.05
117.1,-38.07
117.15,-38.07
117.15,-38.03
117.2,-38.03
117.2,-37.9
117.25,-37.9
117.25,-38.01
117.3,-38.01
117.3,-38
117.35,-38
117.35,-38.16
117.4,-38.16
117.4,-38.21
117.45,-38.21
117.45,-38.15
117.5,-38.15
117.5,-38
117.55,-38
117.55,-37.74
117.6,-37.74
117.6,-37.35
117.65,-37.35
117.65,-37.72
117.7,-37.72
117.7,-37.81
117.75,-37.81
117.75,-37.69
117.8,-37.69
117.8,-37.67
117.85,-37.67
117.85,-37.39
117.9,-37.39
117.9,-37.27
117.95,-37.27
117.95,-37.42
118,-37.42
118,-37.52
