age,d18o
39.3,-43.27
39.35,-43.27
39.35,-43.62
39.4,-43.62
39.4,-43.35
39.45,-43.35
39.45,-43.03
39.5,-43.03
39.5,-43.57
39.55,-43.57
39.55,-42.66
39.6,-42.66
39.6,-43.49
39.65,-43.49
39.65,-43.67
39.7,-43.67
39.7,-42.01
39.75,-42.01
39.75,-43.88
39.8,-43.88
39.8,-42.68
39.85,-42.68
39.85,-42.96
39.9,-42.96
39.9,-43.24
39.95,-43.24
39.95,-43.23
40,-43.23
40,-43.33
40.05,-43.33
40.05,-42.23
40.1,-42.23
40.1,-41.09
40.15,-41.09
40.15,-40.75
40.2,-40.75
40.2,-40.34
40.25,-40.34
40.25,-40.18
40.3,-40.18
40.3,-42.77
40.35,-42.77
40.35,-42.2
40.4,-42.2
40.4,-42.44
40.45,-42.44
40.45,-42.21
40.5,-42.21
40.5,-42.42
40.55,-42.42
40.55,-42.2
40.6,-42.2
40.6,-42.29
40.65,-42.29
40.65,-42.08
40.7,-42.08
40.7,-42.9
40.75,-42.9
40.75,-43.34
40.8,-43.34
40.8,-43.32
40.85,-43.32
40.85,-43.01
40.9,-43.01
40.9,-43.67
40.95,-43.67
40.95,-43.77
41,-43.77
41,-42.3
41.05,-42.3
41.05,-42
41.1,-42
41.1,-41.95
41.15,-41.95
41.15,-41.67
41.2,-41.67
41.2,-40.8
41.25,-40.8
41.25,-40.01
41.3,-40.01
41.3,-39.76
41.35,-39.76
41.35,-40.43
41.4,-40.43
41.4,-39.43
41.45,-39.43
41.45,-40.07
41.5,-40.07
41.5,-39.33
41.55,-39.33
41.55,-39.57
41.6,-39.57
41.6,-38.92
41.65,-38.92
41.65,-39.05
41.7,-39.05
41.7,-42.07
41.75,-42.07
41.75,-42.37
41.8,-42.37
41.8,-43.01
41.85,-43.01
41.85,-42.19
41.9,-42.19
41.9,-42.6
41.95,-42.6
41.95,-42.44
42,-42.44
42,-43.29
42.05,-43.29
42.05,-42.82
42.1,-42.82
42.1,-42.48
42.15,-42.48
42.15,-43.48
42.2,-43.48
42.2,-42.49
42.25,-42.49
42.25,-43.17
42.3,-43.17
42.3,-42.77
42.35,-42.77
42.35,-42.67
42.4,-42.67
42.4,-41.73
42.45,-41.73
42.45,-42.46
42.5,-42.46
42.5,-42.2
42.55,-42.2
42.55,-40.87
42.6,-40.87
42.6,-40.97
42.65,-40.97
42.65,-40.92
42.7,-40.92
42.7,-41.11
42.75,-41.11
42.75,-41.62
42.8,-41.62
42.8,-41.17
42.85,-41.17
42.85,-41.12
42.9,-41.12
42.9,-40.63
42.95,-40.63
42.95,-40.05
43,-40.05
43,-39.93
43.05,-39.93
43.05,-39.7
43.1,-39.7
43.1,-39.68
43.15,-39.68
43.15,-39.4
43.2,-39.4
43.2,-39.46
43.25,-39.46
43.25,-38.98
43.3,-38.98
43.3,-38.48
43.35,-38.48
43.35,-38.76
43.4,-38.76
43.4,-39.46
43.45,-39.46
43.45,-40.01
43.5,-40.01
43.5,-39.57
43.55,-39.57
43.55,-39.3
43.6,-39.3
43.6,-39.97
43.65,-39.97
43.65,-41.86
43.7,-41.86
43.7,-42.6
43.75,-42.6
43.75,-43.09
43.8,-43.09
43.8,-43.14
43.85,-43.14
43.85,-43.9
43.9,-43.9
43.9,-43.88
43.95,-43.88
43.95,-43.15
44,-43.15
44,-42.11
44.05,-42.11
44.05,-42.31
44.1,-42.31
44.1,-42.48
44.15,-42.48
44.15,-42.03
44.2,-42.03
44.2,-42.59
44.25,-42.59
44.25,-43.57
44.3,-43.57
44.3,-42.29
44.35,-42.29
44.35,-42.21
44.4,-42.21
44.4,-42.97
44.45,-42.97
44.45,-43.42
44.5,-43.42
44.5,-43.18
44.55,-43.18
44.55,-42.1
44.6,-42.1
44.6,-43.34
44.65,-43.34
44.65,-42.45
44.7,-42.45
44.7,-41.73
44.75,-41.73
44.75,-40.57
44.8,-40.57
44.8,-39.89
44.85,-39.89
44.85,-40.24
44.9,-40.24
44.9,-40.89
44.95,-40.89
44.95,-41.86
45,-41.86
45,-41.82
45.05,-41.82
45.05,-40.91
45.1,-40.91
45.1,-40.72
45.15,-40.72
45.15,-41.27
45.2,-41.27
45.2,-41.07
45.25,-41.07
45.25,-42.03
45.3,-42.03
45.3,-41.18
45.35,-41.18
45.35,-40.7
45.4,-40.7
45.4,-40.73
45.45,-40.73
45.45,-40.98
45.5,-40.98
45.5,-40.6
45.55,-40.6
45.55,-40.75
45.6,-40.75
45.6,-40.23
45.65,-40.23
45.65,-40.94
45.7,-40.94
45.7,-41.08
45.75,-41.08
45.75,-40.82
45.8,-40.82
45.8,-40.26
45.85,-40.26
45.85,-39.46
45.9,-39.46
45.9,-40.16
45.95,-40.16
45.95,-40.2
46,-40.2
46,-39.47
46.05,-39.47
46.05,-39.51
46.1,-39.51
46.1,-39.57
46.15,-39.57
46.15,-39.45
46.2,-39.45
46.2,-39.37
46.25,-39.37
46.25,-39.59
46.3,-39.59
46.3,-39.24
46.35,-39.24
46.35,-39.8
46.4,-39.8
46.4,-39.37
46.45,-39.37
46.45,-38.41
46.5,-38.41
46.5,-39.01
46.55,-39.01
46.55,-39.05
46.6,-39.05
46.6,-38.98
46.65,-38.98
46.65,-38.66
46.7,-38.66
46.7,-38.93
46.75,-38.93
46.75,-39.11
46.8,-39.11
46.8,-39.13
46.85,-39.13
46.85,-38.98
46.9,-38.98
46.9,-38.02
46.95,-38.02
46.95,-38.49
47,-38.49
47,-39.17
47.05,-39.17
47.05,-38.03
47.1,-38.03
47.1,-38.09
47.15,-38.09
47.15,-37.71
47.2,-37.71
47.2,-38.19
47.25,-38.19
47.25,-37.35
47.3,-37.35
47.3,-40.26
47.35,-40.26
47.35,-42.32
47.4,-42.32
47.4,-42.78
47.45,-42.78
47.45,-42.87
47.5,-42.87
47.5,-42.58
47.55,-42.58
47.55,-42.15
47.6,-42.15
47.6,-43.07
47.65,-43.07
47.65,-42.7
47.7,-42.7
47.7,-43.16
47.75,-43.16
47.75,-42.48
47.8,-42.48
47.8,-42
47.85,-42
47.85,-42.87
47.9,-42.87
47.9,-43.63
47.95,-43.63
47.95,-43.61
48,-43.61
48,-42.8
48.05,-42.8
48.05,-41.98
48.1,-41.98
48.1,-42.02
48.15,-42.02
48.15,-43.16
48.2,-43.16
48.2,-43.83
48.25,-43.83
48.25,-43.48
48.3,-43.48
48.3,-42.91
48.35,-42.91
48.35,-42.31
48.4,-42.31
48.4,-43.18
48.45,-43.18
48.45,-42.92
48.5,-42.92
48.5,-42.98
48.55,-42.98
48.55,-43.13
48.6,-43.13
48.6,-44.06
48.65,-44.06
48.65,-43.9
48.7,-43.9
48.7,-43.48
48.75,-43.48
48.75,-43.49
48.8,-43.49
48.8,-42.8
48.85,-42.8
48.85,-42.44
48.9,-42.44
48.9,-42.13
48.95,-42.13
48.95,-41.59
49,-41.59
49,-40.95
49.05,-40.95
49.05,-41.17
49.1,-41.17
49.1,-41.3
49.15,-41.3
49.15,-41.22
49.2,-41.22
49.2,-40.92
49.25,-40.92
49.25,-41.16
49.3,-41.16
49.3,-40.23
49.35,-40.23
49.35,-39.84
49.4,-39.84
49.4,-39.73
49.45,-39.73
49.45,-39.62
49.5,-39.62
49.5,-40.9
49.55,-40.9
49.55,-42.11
49.6,-42.11
49.6,-39.81
49.65,-39.81
49.65,-39.48
49.7,-39.48
49.7,-39.51
49.75,-39.51
49.75,-41.41
49.8,-41.41
49.8,-41.85
49.85,-41.85
49.85,-42.38
49.9,-42.38
49.9,-42.11
49.95,-42.11
49.95,-41.51
50,-41.51
50,-41.19
50.05,-41.19
50.05,-41.47
50.1,-41.47
50.1,-40.3
50.15,-40.3
50.15,-40.52
50.2,-40.52
50.2,-40.53
50.25,-40.53
50.25,-40.49
50.3,-40.49
50.3,-40.42
50.35,-40.42
50.35,-40.74
50.4,-40.74
50.4,-41.1
50.45,-41.1
50.45,-40.72
50.5,-40.72
50.5,-40.19
50.55,-40.19
50.55,-40.29
50.6,-40.29
50.6,-40.86
50.65,-40.86
50.65,-40.59
50.7,-40.59
50.7,-40.51
50.75,-40.51
50.75,-40.86
50.8,-40.86
50.8,-40.9
50.85,-40.9
50.85,-40.71
50.9,-40.71
50.9,-40.43
50.95,-40.43
50.95,-40.78
51,-40.78
51,-39.81
51.05,-39.81
51.05,-40.57
51.1,-40.57
51.1,-40.63
51.15,-40.63
51.15,-40.22
51.2,-40.22
51.2,-40.34
51.25,-40.34
51.25,-40.11
51.3,-40.11
51.3,-40.72
51.35,-40.72
51.35,-40.72
51.4,-40.72
51.4,-40.15
51.45,-40.15
51.45,-40.53
51.5,-40.53
51.5,-40.6
51.55,-40.6
51.55,-40.45
51.6,-40.45
51.6,-40.08
51.65,-40.08
51.65,-40.71
51.7,-40.71
51.7,-40.69
51.75,-40.69
51.75,-40.43
51.8,-40.43
51.8,-40.85
51.85,-40.85
51.85,-41.07
51.9,-41.07
51.9,-39.81
51.95,-39.81
51.95,-40.44
52,-40.44
52,-39.8
52.05,-39.8
52.05,-40.67
52.1,-40.67
52.1,-41.01
52.15,-41.01
52.15,-41.04
52.2,-41.04
52.2,-41.39
52.25,-41.39
52.25,-40.26
52.3,-40.26
52.3,-39.11
52.35,-39.11
52.35,-39.27
52.4,-39.27
52.4,-39.79
52.45,-39.79
52.45,-39.96
52.5,-39.96
52.5,-39.87
52.55,-39.87
52.55,-39.04
52.6,-39.04
52.6,-39.42
52.65,-39.42
52.65,-39.91
52.7,-39.91
52.7,-39.44
52.75,-39.44
52.75,-39.31
52.8,-39.31
52.8,-38.84
52.85,-38.84
52.85,-38.83
52.9,-38.83
52.9,-39.74
52.95,-39.74
52.95,-39.24
53,-39.24
53,-39.99
53.05,-39.99
53.05,-39.42
53.1,-39.42
53.1,-38.77
53.15,-38.77
53.15,-39.48
53.2,-39.48
53.2,-38.96
53.25,-38.96
53.25,-39.87
53.3,-39.87
53.3,-39.66
53.35,-39.66
53.35,-39.55
53.4,-39.55
53.4,-39.59
53.45,-39.59
53.45,-39.24
53.5,-39.24
53.5,-39.27
53.55,-39.27
53.55,-39.56
53.6,-39.56
53.6,-39.21
53.65,-39.21
53.65,-39.31
53.7,-39.31
53.7,-38.9
53.75,-38.9
53.75,-39.49
53.8,-39.49
53.8,-39.47
53.85,-39.47
53.85,-39.38
53.9,-39.38
53.9,-38.73
53.95,-38.73
53.95,-38.83
54,-38.83
54,-39.5
54.05,-39.5
54.05,-38.51
54.1,-38.51
54.1,-39.35
54.15,-39.35
54.15,-38.88
54.2,-38.88
54.2,-38.86
54.25,-38.86
54.25,-39.03
54.3,-39.03
54.3,-38.74
54.35,-38.74
54.35,-38.44
54.4,-38.44
54.4,-39.24
54.45,-39.24
54.45,-39.37
54.5,-39.37
54.5,-39.1
54.55,-39.1
54.55,-38.55
54.6,-38.55
54.6,-38.03
54.65,-38.03
54.65,-37.92
54.7,-37.92
54.7,-39.91
54.75,-39.91
54.75,-40.86
54.8,-40.86
54.8,-38.87
54.85,-38.87
54.85,-38.79
54.9,-38.79
54.9,-38.81
54.95,-38.81
54.95,-39.14
55,-39.14
55,-40.65
55.05,-40.65
55.05,-42.52
55.1,-42.52
55.1,-42.87
55.15,-42.87
55.15,-42.52
55.2,-42.52
55.2,-42.8
55.25,-42.8
55.25,-42.88
55.3,-42.88
55.3,-43.53
55.35,-43.53
55.35,-42.7
55.4,-42.7
55.4,-42.46
55.45,-42.46
55.45,-42.74
55.5,-42.74
55.5,-42.29
55.55,-42.29
55.55,-42.2
55.6,-42.2
55.6,-41.63
55.65,-41.63
55.65,-42.2
55.7,-42.2
55.7,-38.93
55.75,-38.93
55.75,-38.84
55.8,-38.84
55.8,-42.14
55.85,-42.14
55.85,-42.87
55.9,-42.87
55.9,-42.76
55.95,-42.76
55.95,-42.49
56,-42.49
56,-42.9
56.05,-42.9
56.05,-42.99
56.1,-42.99
56.1,-42
56.15,-42
56.15,-41.42
56.2,-41.42
56.2,-39.24
56.25,-39.24
56.25,-39.61
56.3,-39.61
56.3,-39.32
56.35,-39.32
56.35,-39.61
56.4,-39.61
56.4,-39.35
56.45,-39.35
56.45,-38.9
56.5,-38.9
56.5,-39.83
56.55,-39.83
56.55,-42.08
56.6,-42.08
56.6,-43.22
56.65,-43.22
56.65,-42.96
56.7,-42.96
56.7,-42.84
56.75,-42.84
56.75,-43.09
56.8,-43.09
56.8,-42.63
56.85,-42.63
56.85,-42.16
56.9,-42.16
56.9,-42.47
56.95,-42.47
56.95,-42.24
57,-42.24
57,-42.42
57.05,-42.42
57.05,-42.46
57.1,-42.46
57.1,-42.01
57.15,-42.01
57.15,-42.36
57.2,-42.36
57.2,-41.25
57.25,-41.25
57.25,-41.23
57.3,-41.23
57.3,-41.17
57.35,-41.17
57.35,-40.63
57.4,-40.63
57.4,-40.11
57.45,-40.11
57.45,-40.07
57.5,-40.07
57.5,-40.27
57.55,-40.27
57.55,-40.68
57.6,-40.68
57.6,-40.92
57.65,-40.92
57.65,-40.61
57.7,-40.61
57.7,-40.51
57.75,-40.51
57.75,-41.02
57.8,-41.02
57.8,-41.42
57.85,-41.42
57.85,-40.5
57.9,-40.5
57.9,-40.37
57.95,-40.37
57.95,-40.35
58,-40.35
58,-40.68
58.05,-40.68
58.05,-40.02
58.1,-40.02
58.1,-39.67
58.15,-39.67
58.15,-39.74
58.2,-39.74
58.2,-39.83
58.25,-39.83
58.25,-39.44
58.3,-39.44
58.3,-38.99
58.35,-38.99
58.35,-39.6
58.4,-39.6
58.4,-39.68
58.45,-39.68
58.45,-39.17
58.5,-39.17
58.5,-38.64
58.55,-38.64
58.55,-38.83
58.6,-38.83
58.6,-39.42
58.65,-39.42
58.65,-39.87
58.7,-39.87
58.7,-38.41
58.75,-38.41
58.75,-41.2
58.8,-41.2
58.8,-41.97
58.85,-41.97
58.85,-41.09
58.9,-41.09
58.9,-38.19
58.95,-38.19
58.95,-39.6
59,-39.6
59,-42.05
59.05,-42.05
59.05,-42.52
59.1,-42.52
59.1,-42.66
59.15,-42.66
59.15,-42.19
59.2,-42.19
59.2,-42.46
59.25,-42.46
59.25,-41.99
59.3,-41.99
59.3,-40.97
59.35,-40.97
59.35,-39.35
59.4,-39.35
59.4,-39.19
59.45,-39.19
59.45,-39.52
59.5,-39.52
59.5,-40.99
59.55,-40.99
59.55,-40.3
59.6,-40.3
59.6,-38.95
59.65,-38.95
59.65,-38.36
59.7,-38.36
59.7,-38.25
59.75,-38.25
59.75,-39.12
59.8,-39.12
59.8,-42.3
59.85,-42.3
59.85,-42.88
59.9,-42.88
59.9,-42.94
59.95,-42.94
59.95,-42.25
60,-42.25
60,-38.53
60.05,-38.53
60.05,-37.93
60.1,-37.93
60.1,-40.31
60.15,-40.31
60.15,-42.72
60.2,-42.72
60.2,-43.39
60.25,-43.39
60.25,-43.45
60.3,-43.45
60.3,-43.27
60.35,-43.27
60.35,-42.43
60.4,-42.43
60.4,-42.57
60.45,-42.57
60.45,-43.58
60.5,-43.58
60.5,-43.37
60.55,-43.37
60.55,-42.69
60.6,-42.69
60.6,-43.07
60.65,-43.07
60.65,-43.16
60.7,-43.16
60.7,-43.33
60.75,-43.33
60.75,-43.45
60.8,-43.45
60.8,-43.3
60.85,-43.3
60.85,-43.24
60.9,-43.24
60.9,-42.84
60.95,-42.84
60.95,-42.89
61,-42.89
61,-43.25
61.05,-43.25
61.05,-43.19
61.1,-43.19
61.1,-43.24
61.15,-43.24
61.15,-43.12
61.2,-43.12
61.2,-43.05
61.25,-43.05
61.25,-42.99
61.3,-42.99
61.3,-43.13
61.35,-43.13
61.35,-43.1
61.4,-43.1
61.4,-43.53
61.45,-43.53
61.45,-43.74
61.5,-43.74
61.5,-43.69
61.55,-43.69
61.55,-43.65
61.6,-43.65
61.6,-43.39
61.65,-43.39
61.65,-43.97
61.7,-43.97
61.7,-44.15
61.75,-44.15
61.75,-43.21
61.8,-43.21
61.8,-44.19
61.85,-44.19
61.85,-43.28
61.9,-43.28
61.9,-43.81
61.95,-43.81
61.95,-43.7
62,-43.7
62,-43.18
62.05,-43.18
62.05,-43.1
62.1,-43.1
62.1,-43.23
62.15,-43.23
62.15,-43.67
62.2,-43.67
62.2,-45.1
62.25,-45.1
62.25,-44.57
62.3,-44.57
62.3,-43.63
62.35,-43.63
62.35,-43.09
62.4,-43.09
62.4,-43.34
62.45,-43.34
62.45,-44.38
62.5,-44.38
62.5,-44.75
62.55,-44.75
62.55,-43.15
62.6,-43.15
62.6,-43.63
62.65,-43.63
62.65,-44.21
62.7,-44.21
62.7,-44.7
62.75,-44.7
62.75,-44.49
62.8,-44.49
62.8,-43.54
62.85,-43.54
62.85,-44.18
62.9,-44.18
62.9,-44.6
62.95,-44.6
62.95,-44.01
63,-44.01
63,-43.86
63.05,-43.86
63.05,-44.52
63.1,-44.52
63.1,-45.02
63.15,-45.02
63.15,-44.74
63.2,-44.74
63.2,-44.58
63.25,-44.58
63.25,-44.43
63.3,-44.43
63.3,-44.15
63.35,-44.15
63.35,-45.16
63.4,-45.16
63.4,-44.63
63.45,-44.63
63.45,-43.77
63.5,-43.77
63.5,-45.04
63.55,-45.04
63.55,-44.4
63.6,-44.4
63.6,-44
63.65,-44
63.65,-43.9
63.7,-43.9
63.7,-44.81
63.75,-44.81
63.75,-44.7
63.8,-44.7
63.8,-44.37
63.85,-44.37
63.85,-44.49
63.9,-44.49
63.9,-43.79
63.95,-43.79
63.95,-43.41
64,-43.41
64,-43.2
64.05,-43.2
64.05,-43.1
64.1,-43.1
64.1,-43.35
64.15,-43.35
64.15,-43.99
64.2,-43.99
64.2,-43.26
64.25,-43.26
64.25,-43.05
64.3,-43.05
64.3,-43.39
64.35,-43.39
64.35,-43.95
64.4,-43.95
64.4,-44.26
64.45,-44.26
64.45,-43.34
64.5,-43.34
64.5,-41.33
64.55,-41.33
64.55,-39.97
64.6,-39.97
64.6,-40.07
64.65,-40.07
64.65,-39.74
64.7,-39.74
64.7,-40.21
64.75,-40.21
64.75,-42.24
64.8,-42.24
64.8,-42.97
64.85,-42.97
64.85,-44.26
64.9,-44.26
64.9,-42.71
64.95,-42.71
64.95,-43.79
65,-43.79
65,-44.25
65.05,-44.25
65.05,-44.17
65.1,-44.17
65.1,-44.85
65.15,-44.85
65.15,-45.29
65.2,-45.29
65.2,-44.49
65.25,-44.49
65.25,-44.44
65.3,-44.44
65.3,-44.52
65.35,-44.52
65.35,-43.84
65.4,-43.84
65.4,-43.55
65.45,-43.55
65.45,-44.22
65.5,-44.22
65.5,-43.94
65.55,-43.94
65.55,-43.61
65.6,-43.61
65.6,-43.04
65.65,-43.04
65.65,-43.84
65.7,-43.84
65.7,-43.85
65.75,-43.85
65.75,-43.54
65.8,-43.54
65.8,-42.91
65.85,-42.91
65.85,-43.12
65.9,-43.12
65.9,-43.61
65.95,-43.61
65.95,-44.81
66,-44.81
66,-44.26
66.05,-44.26
66.05,-44.16
66.1,-44.16
66.1,-44.64
66.15,-44.64
66.15,-44.44
66.2,-44.44
66.2,-44.24
66.25,-44.24
66.25,-43.95
66.3,-43.95
66.3,-44.01
66.35,-44.01
66.35,-44.48
66.4,-44.48
66.4,-44.76
66.45,-44.76
66.45,-45.04
66.5,-45.04
66.5,-44.48
66.55,-44.48
66.55,-44.33
66.6,-44.33
66.6,-44.17
66.65,-44.17
66.65,-44.19
66.7,-44.19
66.7,-44.22
66.75,-44.22
66.75,-43.67
66.8,-43.67
66.8,-43.35
66.85,-43.35
66.85,-43.04
66.9,-43.04
66.9,-44.23
66.95,-44.23
66.95,-43.99
67,-43.99
67,-43.76
67.05,-43.76
67.05,-44.65
67.1,-44.65
67.1,-44.3
67.15,-44.3
67.15,-43.71
67.2,-43.71
67.2,-44.64
67.25,-44.64
67.25,-44.21
67.3,-44.21
67.3,-42.91
67.35,-42.91
67.35,-43.39
67.4,-43.39
67.4,-43.73
67.45,-43.73
67.45,-44.12
67.5,-44.12
67.5,-43.2
67.55,-43.2
67.55,-43.62
67.6,-43.62
67.6,-44.08
67.65,-44.08
67.65,-44.18
67.7,-44.18
67.7,-43.76
67.75,-43.76
67.75,-43.33
67.8,-43.33
67.8,-44.73
67.85,-44.73
67.85,-44.22
67.9,-44.22
67.9,-43.41
67.95,-43.41
67.95,-42.37
68,-42.37
68,-42.32
68.05,-42.32
68.05,-42.79
68.1,-42.79
68.1,-43.22
68.15,-43.22
68.15,-43.45
68.2,-43.45
68.2,-43.99
68.25,-43.99
68.25,-44.37
68.3,-44.37
68.3,-44.81
68.35,-44.81
68.35,-43.87
68.4,-43.87
68.4,-43.87
68.45,-43.87
68.45,-44.62
68.5,-44.62
68.5,-44.16
68.55,-44.16
68.55,-43.83
68.6,-43.83
68.6,-44.1
68.65,-44.1
68.65,-44.05
68.7,-44.05
68.7,-43.96
68.75,-43.96
68.75,-44.47
68.8,-44.47
68.8,-44.25
68.85,-44.25
68.85,-43.42
68.9,-43.42
68.9,-43.66
68.95,-43.66
68.95,-43.76
69,-43.76
69,-43.84
69.05,-43.84
69.05,-44.4
69.1,-44.4
69.1,-44.69
69.15,-44.69
69.15,-44.03
69.2,-44.03
69.2,-43.92
69.25,-43.92
69.25,-43.8
69.3,-43.8
69.3,-43.76
69.35,-43.76
69.35,-43.93
69.4,-43.93
69.4,-44.19
69.45,-44.19
69.45,-43.3
69.5,-43.3
69.5,-43.6
69.55,-43.6
69.55,-44.03
69.6,-44.03
69.6,-42.78
69.65,-42.78
69.65,-43.35
69.7,-43.35
69.7,-43.73
69.75,-43.73
69.75,-43.88
69.8,-43.88
69.8,-44.39
69.85,-44.39
69.85,-44.68
69.9,-44.68
69.9,-43.8
69.95,-43.8
69.95,-43.54
70,-43.54
70,-43.09
70.05,-43.09
70.05,-42.07
70.1,-42.07
70.1,-40.56
70.15,-40.56
70.15,-39.73
70.2,-39.73
70.2,-39.55
70.25,-39.55
70.25,-42.18
70.3,-42.18
70.3,-44.18
70.35,-44.18
70.35,-44.7
70.4,-44.7
70.4,-44.34
70.45,-44.34
70.45,-44.32
70.5,-44.32
70.5,-44.23
70.55,-44.23
70.55,-44.13
70.6,-44.13
70.6,-43.82
70.65,-43.82
70.65,-43.76
70.7,-43.76
70.7,-43.67
70.75,-43.67
70.75,-43.28
70.8,-43.28
70.8,-43.05
70.85,-43.05
70.85,-43.5
70.9,-43.5
70.9,-43.52
70.95,-43.52
70.95,-43.48
71,-43.48
71,-42.86
71.05,-42.86
71.05,-42.45
71.1,-42.45
71.1,-41.93
71.15,-41.93
71.15,-42.22
71.2,-42.22
71.2,-42.16
71.25,-42.16
71.25,-42.07
71.3,-42.07
71.3,-42.06
71.35,-42.06
71.35,-42.17
71.4,-42.17
71.4,-42.27
71.45,-42.27
71.45,-41.6
71.5,-41.6
71.5,-40.74
71.55,-40.74
71.55,-40.51
71.6,-40.51
71.6,-40.51
71.65,-40.51
71.65,-40.13
71.7,-40.13
71.7,-40.34
71.75,-40.34
71.75,-40.87
71.8,-40.87
71.8,-40.37
71.85,-40.37
71.85,-39.81
71.9,-39.81
71.9,-39.58
71.95,-39.58
71.95,-39.69
72,-39.69
72,-40.1
72.05,-40.1
72.05,-39.91
72.1,-39.91
72.1,-39.5
72.15,-39.5
72.15,-39.53
72.2,-39.53
72.2,-39.61
72.25,-39.61
72.25,-39.66
72.3,-39.66
72.3,-39.23
72.35,-39.23
72.35,-39.08
72.4,-39.08
72.4,-39
72.45,-39
72.45,-38.73
72.5,-38.73
72.5,-38.61
72.55,-38.61
72.55,-38.47
72.6,-38.47
72.6,-38.31
72.65,-38.31
72.65,-38.39
72.7,-38.39
72.7,-37.92
72.75,-37.92
72.75,-37.67
72.8,-37.67
72.8,-38.15
72.85,-38.15
72.85,-37.71
72.9,-37.71
72.9,-37.96
72.95,-37.96
72.95,-40.85
73,-40.85
73,-43.63
73.05,-43.63
73.05,-44.39
73.1,-44.39
73.1,-44.22
73.15,-44.22
73.15,-43.95
73.2,-43.95
73.2,-44.66
73.25,-44.66
73.25,-44.84
73.3,-44.84
73.3,-45.07
73.35,-45.07
73.35,-44.96
73.4,-44.96
73.4,-44.69
73.45,-44.69
73.45,-44.92
73.5,-44.92
73.5,-45.18
73.55,-45.18
73.55,-44.66
73.6,-44.66
73.6,-44.36
73.65,-44.36
73.65,-45.05
73.7,-45.05
73.7,-45.15
73.75,-45.15
73.75,-44.43
73.8,-44.43
73.8,-44.57
73.85,-44.57
73.85,-44.9
73.9,-44.9
73.9,-44.79
73.95,-44.79
73.95,-44.65
74,-44.65
74,-45.13
74.05,-45.13
74.05,-45.39
74.1,-45.39
74.1,-44.99
74.15,-44.99
74.15,-44.88
74.2,-44.88
74.2,-44.41
74.25,-44.41
74.25,-44.44
74.3,-44.44
74.3,-44.54
74.35,-44.54
74.35,-44.88
74.4,-44.88
74.4,-45.15
74.45,-45.15
74.45,-44.34
74.5,-44.34
74.5,-44.21
74.55,-44.21
74.55,-44.06
74.6,-44.06
74.6,-44.69
74.65,-44.69
74.65,-44.51
74.7,-44.51
74.7,-42.98
74.75,-42.98
74.75,-42.78
74.8,-42.78
74.8,-42.22
74.85,-42.22
74.85,-40.97
74.9,-40.97
74.9,-39.88
74.95,-39.88
74.95,-40.06
75,-40.06
75,-40.97
75.05,-40.97
75.05,-41.35
75.1,-41.35
75.1,-40.44
75.15,-40.44
75.15,-40.86
75.2,-40.86
75.2,-40.34
75.25,-40.34
75.25,-39.97
75.3,-39.97
75.3,-40
75.35,-40
75.35,-39.86
75.4,-39.86
75.4,-39.5
75.45,-39.5
75.45,-39.19
75.5,-39.19
75.5,-39.54
75.55,-39.54
75.55,-39.6
75.6,-39.6
75.6,-39.44
75.65,-39.44
75.65,-39.24
75.7,-39.24
75.7,-39.64
75.75,-39.64
75.75,-39.27
75.8,-39.27
75.8,-39.45
75.85,-39.45
75.85,-39.05
75.9,-39.05
75.9,-39.23
75.95,-39.23
75.95,-39.51
76,-39.51
76,-39.24
76.05,-39.24
76.05,-39.32
76.1,-39.32
76.1,-39.14
76.15,-39.14
76.15,-38.8
76.2,-38.8
76.2,-38.81
76.25,-38.81
76.25,-38.37
76.3,-38.37
76.3,-38.65
76.35,-38.65
76.35,-38.79
76.4,-38.79
76.4,-38.9
76.45,-38.9
76.45,-38.58
76.5,-38.58
76.5,-38.12
76.55,-38.12
76.55,-38.18
76.6,-38.18
76.6,-38.38
76.65,-38.38
76.65,-38.25
76.7,-38.25
76.7,-37.93
76.75,-37.93
76.75,-37.84
76.8,-37.84
76.8,-37.81
76.85,-37.81
76.85,-37.28
76.9,-37.28
76.9,-37.59
76.95,-37.59
76.95,-37.28
77,-37.28
77,-36.81
77.05,-36.81
77.05,-38.69
77.1,-38.69
77.1,-41.42
77.15,-41.42
77.15,-42.68
77.2,-42.68
77.2,-42.95
77.25,-42.95
77.25,-42.4
77.3,-42.4
77.3,-42.43
77.35,-42.43
77.35,-42.46
77.4,-42.46
77.4,-42.8
77.45,-42.8
77.45,-43.41
77.5,-43.41
77.5,-42.45
77.55,-42.45
77.55,-42.95
77.6,-42.95
77.6,-43.1
77.65,-43.1
77.65,-42.55
77.7,-42.55
77.7,-42.42
77.75,-42.42
77.75,-42.68
77.8,-42.68
77.8,-42.92
77.85,-42.92
77.85,-42.87
77.9,-42.87
77.9,-42.37
77.95,-42.37
77.95,-42.8
78,-42.8
78,-43.63
78.05,-43.63
78.05,-43.59
78.1,-43.59
78.1,-43.15
78.15,-43.15
78.15,-42.74
78.2,-42.74
78.2,-42.39
78.25,-42.39
78.25,-42.64
78.3,-42.64
78.3,-42.48
78.35,-42.48
78.35,-42.07
78.4,-42.07
78.4,-41.62
78.45,-41.62
78.45,-41.06
78.5,-41.06
78.5,-39.62
78.55,-39.62
78.55,-39.29
78.6,-39.29
78.6,-39.05
78.65,-39.05
